MAPA,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_CAB,NOM_CAB,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
01,01,Aguascalientes,Ags.,001,Aguascalientes,0001,Aguascalientes,948990,462073,486917,266942
01,01,Aguascalientes,Ags.,002,Asientos,0001,Asientos,51536,25261,26275,12544
01,01,Aguascalientes,Ags.,003,Calvillo,0001,Calvillo,58250,28563,29687,15556
01,01,Aguascalientes,Ags.,004,Cosío,0001,Cosío,17000,8292,8708,3938
01,01,Aguascalientes,Ags.,005,Jesús María,0001,Jesús María,129929,64219,65710,33229
01,01,Aguascalientes,Ags.,006,Pabellón de Arteaga,0001,Pabellón de Arteaga,47646,23377,24269,11470
01,01,Aguascalientes,Ags.,007,Rincón de Romos,0001,Rincón de Romos,57369,28101,29268,13584
01,01,Aguascalientes,Ags.,008,San José de Gracia,0001,San José de Gracia,9552,4532,5020,2381
01,01,Aguascalientes,Ags.,009,Tepezalá,0001,Tepezalá,22485,11114,11371,5425
01,01,Aguascalientes,Ags.,010,El Llano,0001,Palo Alto,20853,10446,10407,5211
01,01,Aguascalientes,Ags.,011,San Francisco de los Romo,0001,San Francisco de los Romo,61997,30705,31292,16391
02,02,Baja California,BC,001,Ensenada,0001,Ensenada,443807,221307,222500,139968
02,02,Baja California,BC,002,Mexicali,0001,Mexicali,1049792,529248,520544,330500
02,02,Baja California,BC,003,Tecate,0001,Tecate,108440,57130,51310,31176
02,02,Baja California,BC,004,Tijuana,0001,Tijuana,1922523,968740,953783,577011
02,02,Baja California,BC,005,Playas de Rosarito,0001,Playas de Rosarito,126890,64386,62504,38135
02,02,Baja California,BC,006,San Quintín,0001,San Quintín,117568,59778,57790,32773
02,02,Baja California,BC,007,San Felipe,0001,San Felipe,-,-,-,-
03,03,Baja California Sur,BCS,001,Comondú,0001,Ciudad Constitución,73021,36804,36217,22242
03,03,Baja California Sur,BCS,002,Mulegé,0001,Santa Rosalía,64022,33071,30951,19436
03,03,Baja California Sur,BCS,003,La Paz,0001,La Paz,292241,145803,146438,91366
03,03,Baja California Sur,BCS,008,Los Cabos,0001,San José del Cabo,351111,180944,170167,101981
03,03,Baja California Sur,BCS,009,Loreto,0001,Loreto,18052,9257,8795,5635
04,04,Campeche,Camp.,001,Calkiní,0001,Calkiní,59232,29170,30062,15289
04,04,Campeche,Camp.,002,Campeche,0001,San Francisco de Campeche,294077,141555,152522,85353
04,04,Campeche,Camp.,003,Carmen,0001,Ciudad del Carmen,248845,123043,125802,72119
04,04,Campeche,Camp.,004,Champotón,0001,Champotón,78170,39030,39140,21474
04,04,Campeche,Camp.,005,Hecelchakán,0001,Hecelchakán,31917,15713,16204,8292
04,04,Campeche,Camp.,006,Hopelchén,0001,Hopelchén,42140,21328,20812,10243
04,04,Campeche,Camp.,007,Palizada,0001,Palizada,8683,4423,4260,2546
04,04,Campeche,Camp.,008,Tenabo,0001,Tenabo,11452,5797,5655,3066
04,04,Campeche,Camp.,009,Escárcega,0001,Escárcega,59923,29468,30455,16837
04,04,Campeche,Camp.,010,Calakmul,0001,Xpujil,31714,16101,15613,8037
04,04,Campeche,Camp.,011,Candelaria,0001,Candelaria,46913,23674,23239,13294
04,04,Campeche,Camp.,012,Seybaplaya,0001,Seybaplaya,15297,7637,7660,4274
04,04,Campeche,Camp.,013,Dzitbalché,0001,Dzitbalché,-,-,-,-
05,05,Coahuila de Zaragoza,Coah.,001,Abasolo,0001,Abasolo,1022,535,487,363
05,05,Coahuila de Zaragoza,Coah.,002,Acuña,0001,Ciudad Acuña,163058,81943,81115,47246
05,05,Coahuila de Zaragoza,Coah.,003,Allende,0001,Allende,23056,11446,11610,6852
05,05,Coahuila de Zaragoza,Coah.,004,Arteaga,0001,Arteaga,29578,14955,14623,8639
05,05,Coahuila de Zaragoza,Coah.,005,Candela,0001,Candela,1643,843,800,471
05,05,Coahuila de Zaragoza,Coah.,006,Castaños,0001,Castaños,29128,14596,14532,8382
05,05,Coahuila de Zaragoza,Coah.,007,Cuatro Ciénegas,0001,Cuatro Ciénegas de Carranza,12715,6365,6350,3777
05,05,Coahuila de Zaragoza,Coah.,008,Escobedo,0001,Escobedo,3047,1529,1518,908
05,05,Coahuila de Zaragoza,Coah.,009,Francisco I. Madero,0001,Francisco I. Madero  ,59035,29217,29818,15901
05,05,Coahuila de Zaragoza,Coah.,010,Frontera,0001,Frontera,82409,41209,41200,23371
05,05,Coahuila de Zaragoza,Coah.,011,General Cepeda,0001,General Cepeda,11898,6091,5807,3407
05,05,Coahuila de Zaragoza,Coah.,012,Guerrero,0001,Guerrero,1643,883,760,523
05,05,Coahuila de Zaragoza,Coah.,013,Hidalgo,0001,Hidalgo,1735,896,839,492
05,05,Coahuila de Zaragoza,Coah.,014,Jiménez,0001,Jiménez,9502,4857,4645,2729
05,05,Coahuila de Zaragoza,Coah.,015,Juárez,0001,Juárez,1584,786,798,486
05,05,Coahuila de Zaragoza,Coah.,016,Lamadrid,0001,Lamadrid,1764,928,836,553
05,05,Coahuila de Zaragoza,Coah.,017,Matamoros,0001,Matamoros,118337,58692,59645,31207
05,05,Coahuila de Zaragoza,Coah.,018,Monclova,0001,Monclova,237951,118058,119893,69906
05,05,Coahuila de Zaragoza,Coah.,019,Morelos,0001,Morelos,7928,3935,3993,2335
05,05,Coahuila de Zaragoza,Coah.,020,Múzquiz,0001,Ciudad Melchor Múzquiz,71627,35856,35771,20663
05,05,Coahuila de Zaragoza,Coah.,021,Nadadores,0001,Nadadores,6539,3243,3296,1974
05,05,Coahuila de Zaragoza,Coah.,022,Nava,0001,Nava,33129,16599,16530,9379
05,05,Coahuila de Zaragoza,Coah.,023,Ocampo,0001,Ocampo,9642,4992,4650,2672
05,05,Coahuila de Zaragoza,Coah.,024,Parras,0001,Parras de la Fuente,44472,22534,21938,12735
05,05,Coahuila de Zaragoza,Coah.,025,Piedras Negras,0001,Piedras Negras,176327,88711,87616,51732
05,05,Coahuila de Zaragoza,Coah.,026,Progreso,0001,Progreso,3239,1634,1605,995
05,05,Coahuila de Zaragoza,Coah.,027,Ramos Arizpe,0001,Ramos Arizpe,122243,62722,59521,34397
05,05,Coahuila de Zaragoza,Coah.,028,Sabinas,0001,Sabinas,64811,32237,32574,20215
05,05,Coahuila de Zaragoza,Coah.,029,Sacramento,0001,Sacramento,2471,1242,1229,725
05,05,Coahuila de Zaragoza,Coah.,030,Saltillo,0001,Saltillo,879958,437792,442166,242663
05,05,Coahuila de Zaragoza,Coah.,031,San Buenaventura,0001,San Buenaventura,24759,12275,12484,7627
05,05,Coahuila de Zaragoza,Coah.,032,San Juan de Sabinas,0014,Nueva Rosita,42260,20922,21338,13101
05,05,Coahuila de Zaragoza,Coah.,033,San Pedro,0001,San Pedro,101041,49949,51092,26588
05,05,Coahuila de Zaragoza,Coah.,034,Sierra Mojada,0001,Sierra Mojada,6744,3527,3217,1937
05,05,Coahuila de Zaragoza,Coah.,035,Torreón,0001,Torreón,720848,351753,369095,215134
05,05,Coahuila de Zaragoza,Coah.,036,Viesca,0001,Viesca,20305,10230,10075,5356
05,05,Coahuila de Zaragoza,Coah.,037,Villa Unión,0001,Villa Unión,6188,3130,3058,1820
05,05,Coahuila de Zaragoza,Coah.,038,Zaragoza,0001,Zaragoza,13135,6557,6578,3988
06,06,Colima,Col.,001,Armería,0001,Ciudad de Armería,27626,13940,13686,8236
06,06,Colima,Col.,002,Colima,0001,Colima,157048,76155,80893,50440
06,06,Colima,Col.,003,Comala,0001,Comala,21661,10893,10768,6309
06,06,Colima,Col.,004,Coquimatlán,0001,Coquimatlán,20837,10484,10353,6192
06,06,Colima,Col.,005,Cuauhtémoc,0001,Cuauhtémoc,31267,15729,15538,9332
06,06,Colima,Col.,006,Ixtlahuacán,0001,Ixtlahuacán,5623,2887,2736,1713
06,06,Colima,Col.,007,Manzanillo,0001,Manzanillo,191031,95117,95914,59803
06,06,Colima,Col.,008,Minatitlán,0001,Minatitlán,10231,5234,4997,2914
06,06,Colima,Col.,009,Tecomán,0001,Tecomán,116305,57829,58476,33020
06,06,Colima,Col.,010,Villa de Álvarez,0001,Ciudad de Villa de Álvarez,149762,72354,77408,49091
07,07,Chiapas,Chis.,001,Acacoyagua,0001,Acacoyagua,17994,8997,8997,4416
07,07,Chiapas,Chis.,002,Acala,0001,Acala,21187,10414,10773,5431
07,07,Chiapas,Chis.,003,Acapetahua,0001,Acapetahua,26899,13185,13714,7608
07,07,Chiapas,Chis.,004,Altamirano,0001,Altamirano,36160,18032,18128,7973
07,07,Chiapas,Chis.,005,Amatán,0001,Amatán,24512,12328,12184,5665
07,07,Chiapas,Chis.,006,Amatenango de la Frontera,0001,Amatenango de la Frontera,31735,15428,16307,7580
07,07,Chiapas,Chis.,007,Amatenango del Valle,0001,Amatenango del Valle,11283,5373,5910,2561
07,07,Chiapas,Chis.,008,Ángel Albino Corzo,0001,Jaltenango de la Paz (Ángel Albino Corzo),31947,15905,16042,7299
07,07,Chiapas,Chis.,009,Arriaga,0001,Arriaga,41135,19954,21181,12362
07,07,Chiapas,Chis.,010,Bejucal de Ocampo,0001,Bejucal de Ocampo,7365,3652,3713,1567
07,07,Chiapas,Chis.,011,Bella Vista,0001,Bella Vista,20157,10002,10155,4523
07,07,Chiapas,Chis.,012,Berriozábal,0001,Berriozábal,64632,31914,32718,16200
07,07,Chiapas,Chis.,013,Bochil,0001,Bochil,37263,18208,19055,8413
07,07,Chiapas,Chis.,014,El Bosque,0001,El Bosque,24273,11711,12562,5051
07,07,Chiapas,Chis.,015,Cacahoatán,0001,Cacahoatán,50112,24427,25685,12150
07,07,Chiapas,Chis.,016,Catazajá,0001,Catazajá,17619,8882,8737,4788
07,07,Chiapas,Chis.,017,Cintalapa de Figueroa,0001,Cintalapa de Figueroa,88106,43677,44429,21775
07,07,Chiapas,Chis.,018,Coapilla,0001,Coapilla,9900,4873,5027,2447
07,07,Chiapas,Chis.,019,Comitán de Domínguez,0001,Comitán de Domínguez,166178,79440,86738,44451
07,07,Chiapas,Chis.,020,La Concordia,0001,La Concordia,49920,25133,24787,12263
07,07,Chiapas,Chis.,021,Copainalá,0001,Copainalá,22192,10846,11346,6057
07,07,Chiapas,Chis.,022,Chalchihuitán,0001,Chalchihuitán,21915,10873,11042,4819
07,07,Chiapas,Chis.,023,Chamula,0001,Chamula,101967,46948,55019,22655
07,07,Chiapas,Chis.,024,Chanal,0001,Chanal,13678,6734,6944,2189
07,07,Chiapas,Chis.,025,Chapultenango,0001,Chapultenango,7472,3735,3737,1724
07,07,Chiapas,Chis.,026,Chenalhó,0001,Chenalhó,47371,23194,24177,9505
07,07,Chiapas,Chis.,027,Chiapa de Corzo,0001,Chiapa de Corzo,112075,55166,56909,29653
07,07,Chiapas,Chis.,028,Chiapilla,0001,Chiapilla,6156,3106,3050,1627
07,07,Chiapas,Chis.,029,Chicoasén,0001,Chicoasén,5402,2701,2701,1476
07,07,Chiapas,Chis.,030,Chicomuselo,0001,Chicomuselo,36785,18139,18646,8809
07,07,Chiapas,Chis.,031,Chilón,0001,Chilón,137262,67317,69945,26658
07,07,Chiapas,Chis.,032,Escuintla,0001,Escuintla,30896,15214,15682,7882
07,07,Chiapas,Chis.,033,Francisco León,0042,Rivera el Viejo Carmen,7245,3673,3572,1511
07,07,Chiapas,Chis.,034,Frontera Comalapa,0001,Frontera Comalapa,80897,39159,41738,20195
07,07,Chiapas,Chis.,035,Frontera Hidalgo,0001,Frontera Hidalgo,14556,7176,7380,3695
07,07,Chiapas,Chis.,036,La Grandeza,0001,La Grandeza,7701,3765,3936,1538
07,07,Chiapas,Chis.,037,Huehuetán,0001,Huehuetán,36333,17711,18622,9564
07,07,Chiapas,Chis.,038,Huixtán,0001,Huixtán,22975,11264,11711,4600
07,07,Chiapas,Chis.,039,Huitiupán,0001,Huitiupán,27893,13995,13898,6279
07,07,Chiapas,Chis.,040,Huixtla,0001,Huixtla,53242,26079,27163,14285
07,07,Chiapas,Chis.,041,La Independencia,0001,La Independencia,46409,22577,23832,11089
07,07,Chiapas,Chis.,042,Ixhuatán,0001,Ixhuatán,11377,5539,5838,2611
07,07,Chiapas,Chis.,043,Ixtacomitán,0001,Ixtacomitán,10961,5419,5542,2659
07,07,Chiapas,Chis.,044,Ixtapa,0001,Ixtapa,28999,14286,14713,6169
07,07,Chiapas,Chis.,045,Ixtapangajoya,0001,Ixtapangajoya,6284,3122,3162,1535
07,07,Chiapas,Chis.,046,Jiquipilas,0001,Jiquipilas,41063,20370,20693,11277
07,07,Chiapas,Chis.,047,Jitotol,0001,Jitotol,24966,12427,12539,5443
07,07,Chiapas,Chis.,048,Juárez,0001,Juárez,21807,10772,11035,6098
07,07,Chiapas,Chis.,049,Larráinzar,0001,Larráinzar,31259,15204,16055,5989
07,07,Chiapas,Chis.,050,La Libertad,0001,La Libertad,5232,2607,2625,1586
07,07,Chiapas,Chis.,051,Mapastepec,0001,Mapastepec,46130,22781,23349,12777
07,07,Chiapas,Chis.,052,Las Margaritas,0001,Las Margaritas,141027,68891,72136,28906
07,07,Chiapas,Chis.,053,Mazapa de Madero,0001,Mazapa de Madero,7901,3895,4006,1695
07,07,Chiapas,Chis.,054,Mazatán,0001,Mazatán,28250,14017,14233,7818
07,07,Chiapas,Chis.,055,Metapa,0001,Metapa de Domínguez,5876,2756,3120,1574
07,07,Chiapas,Chis.,056,Mitontic,0001,Mitontic,13755,6733,7022,2712
07,07,Chiapas,Chis.,057,Motozintla,0001,Motozintla de Mendoza,76398,37425,38973,16617
07,07,Chiapas,Chis.,058,Nicolás Ruíz,0001,Nicolás Ruíz,4765,2440,2325,1049
07,07,Chiapas,Chis.,059,Ocosingo,0001,Ocosingo,234661,115769,118892,46891
07,07,Chiapas,Chis.,060,Ocotepec,0001,Ocotepec,14088,6879,7209,2929
07,07,Chiapas,Chis.,061,Ocozocoautla de Espinosa,0001,Ocozocoautla de Espinosa,97397,48070,49327,23915
07,07,Chiapas,Chis.,062,Ostuacán,0001,Ostuacán,18469,9188,9281,4487
07,07,Chiapas,Chis.,063,Osumacinta,0001,Osumacinta,3983,1979,2004,1042
07,07,Chiapas,Chis.,064,Oxchuc,0001,Oxchuc,54932,27514,27418,10105
07,07,Chiapas,Chis.,065,Palenque,0001,Palenque,132265,65076,67189,33719
07,07,Chiapas,Chis.,066,Pantelhó,0001,Pantelhó,26391,12950,13441,4931
07,07,Chiapas,Chis.,067,Pantepec,0001,Pantepec,12266,6054,6212,2938
07,07,Chiapas,Chis.,068,Pichucalco,0001,Pichucalco,31919,15652,16267,8604
07,07,Chiapas,Chis.,069,Pijijiapan,0001,Pijijiapan,51193,25111,26082,14937
07,07,Chiapas,Chis.,070,El Porvenir,0001,El Porvenir de Velasco Suárez,12263,6104,6159,2403
07,07,Chiapas,Chis.,071,Villa Comaltitlán,0001,Villa Comaltitlán,30297,15578,14719,7682
07,07,Chiapas,Chis.,072,Pueblo Nuevo Solistahuacán,0001,Pueblo Nuevo Solistahuacán,29636,14432,15204,6506
07,07,Chiapas,Chis.,073,Rayón,0001,Rayón,10866,5348,5518,2407
07,07,Chiapas,Chis.,074,Reforma,0001,Reforma,44829,21908,22921,12523
07,07,Chiapas,Chis.,075,Las Rosas,0001,Las Rosas,28829,14134,14695,7232
07,07,Chiapas,Chis.,076,Sabanilla,0001,Sabanilla,29889,14921,14968,6775
07,07,Chiapas,Chis.,077,Salto de Agua,0001,Salto de Agua,64251,31846,32405,14760
07,07,Chiapas,Chis.,078,San Cristóbal de las Casas,0001,San Cristóbal de las Casas,215874,102292,113582,52718
07,07,Chiapas,Chis.,079,San Fernando,0001,San Fernando,41793,20872,20921,10483
07,07,Chiapas,Chis.,080,Siltepec,0001,Siltepec,25937,13026,12911,5208
07,07,Chiapas,Chis.,081,Simojovel,0001,Simojovel de Allende,52935,25888,27047,10718
07,07,Chiapas,Chis.,082,Sitalá,0001,Sitalá,15518,7624,7894,3222
07,07,Chiapas,Chis.,083,Socoltenango,0001,Socoltenango,19092,9413,9679,5061
07,07,Chiapas,Chis.,084,Solosuchiapa,0001,Solosuchiapa,8561,4344,4217,2060
07,07,Chiapas,Chis.,085,Soyaló,0001,Soyaló,10890,5465,5425,2567
07,07,Chiapas,Chis.,086,Suchiapa,0001,Suchiapa,25627,12756,12871,6362
07,07,Chiapas,Chis.,087,Suchiate,0001,Ciudad Hidalgo,41672,20481,21191,11045
07,07,Chiapas,Chis.,088,Sunuapa,0001,Sunuapa,2308,1175,1133,561
07,07,Chiapas,Chis.,089,Tapachula,0001,Tapachula de Córdova y Ordóñez,353706,171610,182096,96307
07,07,Chiapas,Chis.,090,Tapalapa,0001,Tapalapa,4547,2209,2338,1102
07,07,Chiapas,Chis.,091,Tapilula,0001,Tapilula,13592,6562,7030,3462
07,07,Chiapas,Chis.,092,Tecpatán,0001,Tecpatán,21426,10664,10762,5804
07,07,Chiapas,Chis.,093,Tenejapa,0001,Tenejapa,48162,23308,24854,9207
07,07,Chiapas,Chis.,094,Teopisca,0001,Teopisca,49499,23944,25555,11179
07,07,Chiapas,Chis.,096,Tila,0001,Tila,83505,41701,41804,17999
07,07,Chiapas,Chis.,097,Tonalá,0001,Tonalá,91913,45281,46632,25574
07,07,Chiapas,Chis.,098,Totolapa,0001,Totolapa,7211,3640,3571,1735
07,07,Chiapas,Chis.,099,La Trinitaria,0001,La Trinitaria,83111,40112,42999,20865
07,07,Chiapas,Chis.,100,Tumbalá,0001,Tumbalá,38025,18507,19518,7972
07,07,Chiapas,Chis.,101,Tuxtla Gutiérrez,0001,Tuxtla Gutiérrez,604147,287524,316623,166210
07,07,Chiapas,Chis.,102,Tuxtla Chico,0001,Tuxtla Chico,41024,19777,21247,10633
07,07,Chiapas,Chis.,103,Tuzantán,0001,Tuzantán,30302,14900,15402,7711
07,07,Chiapas,Chis.,104,Tzimol,0001,Tzimol,16560,8118,8442,4671
07,07,Chiapas,Chis.,105,Unión Juárez,0001,Unión Juárez,16008,7847,8161,3938
07,07,Chiapas,Chis.,106,Venustiano Carranza,0001,Venustiano Carranza,67292,33499,33793,17906
07,07,Chiapas,Chis.,107,Villa Corzo,0001,Villa Corzo,65643,32345,33298,16824
07,07,Chiapas,Chis.,108,Villaflores,0001,Villaflores,109536,53808,55728,29277
07,07,Chiapas,Chis.,109,Yajalón,0001,Yajalón,40285,19590,20695,8753
07,07,Chiapas,Chis.,110,San Lucas,0001,San Lucas,7526,3792,3734,1831
07,07,Chiapas,Chis.,111,Zinacantán,0001,Zinacantán,45373,21115,24258,9129
07,07,Chiapas,Chis.,112,San Juan Cancuc,0001,San Juan Cancuc,37948,18517,19431,6960
07,07,Chiapas,Chis.,113,Aldama,0001,Aldama,8480,4040,4440,1653
07,07,Chiapas,Chis.,114,Benemérito de las Américas,0001,Benemérito de las Américas,23603,11814,11789,5476
07,07,Chiapas,Chis.,115,Maravilla Tenejapa,0001,Maravilla Tenejapa,14714,7332,7382,2952
07,07,Chiapas,Chis.,116,Marqués de Comillas,0001,Zamora Pico de Oro,12892,6498,6394,2898
07,07,Chiapas,Chis.,117,Montecristo de Guerrero,0001,Montecristo de Guerrero,8412,4215,4197,1829
07,07,Chiapas,Chis.,118,San Andrés Duraznal,0001,San Andrés Duraznal,6047,2928,3119,1311
07,07,Chiapas,Chis.,119,Santiago el Pinar,0001,Santiago el Pinar,4959,2451,2508,911
07,07,Chiapas,Chis.,120,Capitán Luis Ángel Vidal,0001,Capitán Luis Ángel Vidal,4315,2274,2041,805
07,07,Chiapas,Chis.,121,Rincón Chamula San Pedro,0001,Rincón Chamula,8718,4027,4691,1847
07,07,Chiapas,Chis.,122,El Parral,0001,El Parral,15587,7591,7996,4266
07,07,Chiapas,Chis.,123,Emiliano Zapata,0001,20 de Noviembre,10783,5371,5412,2839
07,07,Chiapas,Chis.,124,Mezcalapa,0001,Raudales Malpaso,23847,11699,12148,5811
07,07,Chiapas,Chis.,125,Honduras de la Sierra,0001,Honduras de la Sierra,11650,5897,5753,2344
08,08,Chihuahua,Chih.,001,Ahumada,0001,Miguel Ahumada,14635,7377,7258,4228
08,08,Chihuahua,Chih.,002,Aldama,0001,Juan Aldama,26047,12842,13205,8242
08,08,Chihuahua,Chih.,003,Allende,0001,Valle de Ignacio Allende,8487,4256,4231,2746
08,08,Chihuahua,Chih.,004,Aquiles Serdán,0001,Santa Eulalia,24344,13494,10850,7104
08,08,Chihuahua,Chih.,005,Ascensión,0001,Ascensión,26093,13231,12862,7925
08,08,Chihuahua,Chih.,006,Bachíniva,0001,Bachíniva,5807,2942,2865,2003
08,08,Chihuahua,Chih.,007,Balleza,0001,Mariano Balleza,16440,8142,8298,4319
08,08,Chihuahua,Chih.,008,Batopilas de Manuel Gómez Morín,0001,Batopilas de Manuel Gómez Morín,11270,5597,5673,2825
08,08,Chihuahua,Chih.,009,Bocoyna,0001,Bocoyna,23351,10978,12373,7560
08,08,Chihuahua,Chih.,010,Buenaventura,0001,San Buenaventura,25146,12509,12637,7829
08,08,Chihuahua,Chih.,011,Camargo,0001,Santa Rosalía de Camargo,49499,24447,25052,15683
08,08,Chihuahua,Chih.,012,Carichí,0001,Carichí,8113,3996,4117,2233
08,08,Chihuahua,Chih.,013,Casas Grandes,0001,Casas Grandes,11815,6025,5790,3709
08,08,Chihuahua,Chih.,014,Coronado,0001,José Esteban Coronado,2034,1059,975,673
08,08,Chihuahua,Chih.,015,Coyame del Sotol,0001,Santiago de Coyame,1230,633,597,445
08,08,Chihuahua,Chih.,016,La Cruz,0001,La Cruz,3704,1881,1823,1167
08,08,Chihuahua,Chih.,017,Cuauhtémoc,0001,Cuauhtémoc,180638,88417,92221,56947
08,08,Chihuahua,Chih.,018,Cusihuiriachi,0001,Cusihuiriachi,5099,2660,2439,1700
08,08,Chihuahua,Chih.,019,Chihuahua,0001,Chihuahua,937674,457240,480434,300900
08,08,Chihuahua,Chih.,020,Chínipas,0001,Chínipas de Almada,6222,3156,3066,1790
08,08,Chihuahua,Chih.,021,Delicias,0001,Delicias,150506,73827,76679,47701
08,08,Chihuahua,Chih.,022,Dr. Belisario Domínguez,0001,San Lorenzo,2456,1244,1212,958
08,08,Chihuahua,Chih.,023,Galeana,0001,Hermenegildo Galeana,6656,3299,3357,1821
08,08,Chihuahua,Chih.,024,Santa Isabel,0001,Santa Isabel,3791,1864,1927,1290
08,08,Chihuahua,Chih.,025,Gómez Farías,0001,Valentín Gómez Farías,7023,3465,3558,2550
08,08,Chihuahua,Chih.,026,Gran Morelos,0001,San Nicolás de Carretas,2448,1251,1197,913
08,08,Chihuahua,Chih.,027,Guachochi,0001,Guachochi,50180,24298,25882,13522
08,08,Chihuahua,Chih.,028,Guadalupe,0001,Guadalupe,4237,2133,2104,1366
08,08,Chihuahua,Chih.,029,Guadalupe y Calvo,0001,Guadalupe y Calvo,50514,25178,25336,12232
08,08,Chihuahua,Chih.,030,Guazapares,0001,Témoris,8196,4105,4091,2223
08,08,Chihuahua,Chih.,031,Guerrero,0001,Ciudad Guerrero,35473,17702,17771,11829
08,08,Chihuahua,Chih.,032,Hidalgo del Parral,0001,Hidalgo del Parral,116662,56247,60415,34430
08,08,Chihuahua,Chih.,033,Huejotitán,0001,Huejotitán,824,411,413,281
08,08,Chihuahua,Chih.,034,Ignacio Zaragoza,0001,Ignacio Zaragoza,5196,2605,2591,1953
08,08,Chihuahua,Chih.,035,Janos,0001,Janos,11005,5760,5245,3238
08,08,Chihuahua,Chih.,036,Jiménez,0001,José Mariano Jiménez,40859,20188,20671,11839
08,08,Chihuahua,Chih.,037,Juárez,0001,Juárez,1512450,756977,755473,449602
08,08,Chihuahua,Chih.,038,Julimes,0001,Julimes,4980,2517,2463,1686
08,08,Chihuahua,Chih.,039,López,0001,Octaviano López,4122,2117,2005,1287
08,08,Chihuahua,Chih.,040,Madera,0001,Madera,25144,12406,12738,8133
08,08,Chihuahua,Chih.,041,Maguarichi,0001,Maguarichi,1302,621,681,453
08,08,Chihuahua,Chih.,042,Manuel Benavides,0001,Manuel Benavides,1178,626,552,469
08,08,Chihuahua,Chih.,043,Matachí,0001,Matachí,2742,1414,1328,990
08,08,Chihuahua,Chih.,044,Matamoros,0001,Mariano Matamoros,4314,2163,2151,1375
08,08,Chihuahua,Chih.,045,Meoqui,0001,Pedro Meoqui,44853,22381,22472,13843
08,08,Chihuahua,Chih.,046,Morelos,0001,Morelos,7266,3665,3601,1874
08,08,Chihuahua,Chih.,047,Moris,0001,Moris,4447,2334,2113,1344
08,08,Chihuahua,Chih.,048,Namiquipa,0001,Namiquipa,22712,11390,11322,7750
08,08,Chihuahua,Chih.,049,Nonoava,0001,Nonoava,2757,1377,1380,841
08,08,Chihuahua,Chih.,050,Nuevo Casas Grandes,0001,Nuevo Casas Grandes,65753,32139,33614,20945
08,08,Chihuahua,Chih.,051,Ocampo,0001,Melchor Ocampo,8127,4110,4017,2379
08,08,Chihuahua,Chih.,052,Ojinaga,0001,Manuel Ojinaga,24534,12193,12341,8223
08,08,Chihuahua,Chih.,053,Praxedis G. Guerrero,0001,Praxedis G. Guerrero,5111,2599,2512,1679
08,08,Chihuahua,Chih.,054,Riva Palacio,0001,San Andrés,7695,3893,3802,2180
08,08,Chihuahua,Chih.,055,Rosales,0001,Santa Cruz de Rosales,16776,8415,8361,5321
08,08,Chihuahua,Chih.,056,Rosario,0001,Valle del Rosario,2079,1082,997,681
08,08,Chihuahua,Chih.,057,San Francisco de Borja,0001,San Francisco de Borja,2197,1152,1045,800
08,08,Chihuahua,Chih.,058,San Francisco de Conchos,0001,San Francisco de Conchos,2696,1401,1295,929
08,08,Chihuahua,Chih.,059,San Francisco del Oro,0001,San Francisco del Oro,5004,2484,2520,1559
08,08,Chihuahua,Chih.,060,Santa Bárbara,0001,Santa Bárbara,11582,5817,5765,3453
08,08,Chihuahua,Chih.,061,Satevó,0001,San Francisco Javier de Satevó,3414,1805,1609,1222
08,08,Chihuahua,Chih.,062,Saucillo,0001,Saucillo,29862,14828,15034,9048
08,08,Chihuahua,Chih.,063,Temósachic,0001,Temósachic,5320,2666,2654,1862
08,08,Chihuahua,Chih.,064,El Tule,0001,El Tule,1448,726,722,472
08,08,Chihuahua,Chih.,065,Urique,0001,Urique,17043,8358,8685,4794
08,08,Chihuahua,Chih.,066,Uruachi,0001,Uruachi,6512,3288,3224,1882
08,08,Chihuahua,Chih.,067,Valle de Zaragoza,0001,Valle de Zaragoza,4775,2419,2356,1665
09,09,Ciudad de México,CDMX,002,Azcapotzalco,----,,432205,204950,227255,134204
09,09,Ciudad de México,CDMX,003,Coyoacán,----,,614447,289110,325337,191646
09,09,Ciudad de México,CDMX,004,Cuajimalpa de Morelos,----,,217686,104149,113537,60442
09,09,Ciudad de México,CDMX,005,Gustavo A. Madero,----,,1173351,563874,609477,340301
09,09,Ciudad de México,CDMX,006,Iztacalco,----,,404695,192352,212343,117740
09,09,Ciudad de México,CDMX,007,Iztapalapa,----,,1835486,887651,947835,504456
09,09,Ciudad de México,CDMX,008,La Magdalena Contreras,----,,247622,118287,129335,68107
09,09,Ciudad de México,CDMX,009,Milpa Alta,----,,152685,74371,78314,39101
09,09,Ciudad de México,CDMX,010,Álvaro Obregón,----,,759137,361007,398130,219445
09,09,Ciudad de México,CDMX,011,Tláhuac,----,,392313,190190,202123,106964
09,09,Ciudad de México,CDMX,012,Tlalpan,----,,699928,334877,365051,202483
09,09,Ciudad de México,CDMX,013,Xochimilco,----,,442178,215452,226726,117159
09,09,Ciudad de México,CDMX,014,Benito Juárez,----,,434153,202121,232032,176175
09,09,Ciudad de México,CDMX,015,Cuauhtémoc,----,,545884,260951,284933,196593
